tourney_id,tourney_name,surface,tourney_date,draw_size,tourney_level,match_num,best_of,round,minutes,score,winner_id,winner_name,winner_name_norm,winner_hand,winner_ioc,winner_age,winner_rank,winner_seed,winner_ht,loser_id,loser_name,loser_name_norm,loser_hand,loser_ioc,loser_age,loser_rank,loser_seed,loser_ht,__source_year,match_key,winner_player_id,loser_player_id
2021-540,Wimbledon,Grass,2021-06-28,128,G,194,5,R64,184.0,6-4 3-6 6-3 7-6(5),89114126,Marin Cilic,marin cilic,R,CRO,32.7,37.0,32.0,198.0,25790501,Benjamin Bonzi,benjamin bonzi,R,FRA,25.0,119.0,,183.0,2021,2021-540_R64_Marin Cilic_vs_Benjamin Bonzi,31316536,66463081
2021-540,Wimbledon,Grass,2021-06-28,128,G,195,5,R64,95.0,6-4 6-1 6-2,1945746,Daniil Medvedev,daniil medvedev,R,RUS,25.3,2.0,2.0,198.0,58816947,Carlos Alcaraz,carlos alcaraz,R,ESP,18.1,75.0,,183.0,2021,2021-540_R64_Daniil Medvedev_vs_Carlos Alcaraz,57428056,73350060
2021-540,Wimbledon,Grass,2021-06-28,128,G,196,5,R32,137.0,6-4 6-3 7-6(7),15497587,Novak Djokovic,novak djokovic,R,SRB,34.1,1.0,1.0,188.0,18654671,Denis Kudla,denis kudla,R,USA,28.8,114.0,,180.0,2021,2021-540_R32_Novak Djokovic_vs_Denis Kudla,42342055,27186822
2021-540,Wimbledon,Grass,2021-06-28,128,G,197,5,R32,176.0,6-4 6-3 4-6 6-4,29443880,Cristian Garin,cristian garin,R,CHI,25.0,20.0,17.0,185.0,47113342,Pedro Martinez,pedro martinez,R,ESP,24.1,107.0,,185.0,2021,2021-540_R32_Cristian Garin_vs_Pedro Martinez,60341114,54492394
2021-540,Wimbledon,Grass,2021-06-28,128,G,198,5,R32,199.0,6-3 6-3 6-7(6) 6-4,60039763,Marton Fucsovics,marton fucsovics,R,HUN,29.3,48.0,,188.0,70283813,Diego Schwartzman,diego schwartzman,R,ARG,28.8,11.0,9.0,170.0,2021,2021-540_R32_Marton Fucsovics_vs_Diego Schwartzman,36186323,12576254
2021-540,Wimbledon,Grass,2021-06-28,128,G,199,5,R32,179.0,6-3 5-7 6-4 6-2,29970040,Andrey Rublev,andrey rublev,R,RUS,23.6,7.0,5.0,188.0,34254773,Fabio Fognini,fabio fognini,R,ITA,34.0,31.0,26.0,178.0,2021,2021-540_R32_Andrey Rublev_vs_Fabio Fognini,63724855,77378609
2021-540,Wimbledon,Grass,2021-06-28,128,G,200,5,R32,106.0,6-3 6-4 6-4,87386439,Karen Khachanov,karen khachanov,R,RUS,25.1,29.0,25.0,198.0,37760966,Frances Tiafoe,frances tiafoe,R,USA,23.4,57.0,,188.0,2021,2021-540_R32_Karen Khachanov_vs_Frances Tiafoe,92203525,55103597
2021-540,Wimbledon,Grass,2021-06-28,128,G,201,5,R32,144.0,6-3 3-6 6-3 6-4,40168935,Sebastian Korda,sebastian korda,R,USA,20.9,50.0,,196.0,51399502,Daniel Evans,daniel evans,R,GBR,31.0,26.0,22.0,175.0,2021,2021-540_R32_Sebastian Korda_vs_Daniel Evans,75308876,55830548
2021-540,Wimbledon,Grass,2021-06-28,128,G,202,5,R32,137.0,6-4 6-2 6-2,83490000,Denis Shapovalov,denis shapovalov,L,CAN,22.2,12.0,10.0,185.0,16561313,Andy Murray,andy murray,R,GBR,34.1,118.0,,191.0,2021,2021-540_R32_Denis Shapovalov_vs_Andy Murray,1710964,52577225
2021-540,Wimbledon,Grass,2021-06-28,128,G,203,5,R32,140.0,7-5 6-1 7-6(4),3188374,Roberto Bautista Agut,roberto bautista agut,R,ESP,33.2,10.0,8.0,183.0,64081521,Dominik Koepfer,dominik koepfer,L,GER,27.1,62.0,,180.0,2021,2021-540_R32_Roberto Bautista Agut_vs_Dominik Koepfer,2319749,14280435
2021-540,Wimbledon,Grass,2021-06-28,128,G,204,5,R32,102.0,6-4 6-4 6-4,99819152,Matteo Berrettini,matteo berrettini,R,ITA,25.2,9.0,7.0,196.0,52216558,Aljaz Bedene,aljaz bedene,R,SLO,31.9,64.0,,181.0,2021,2021-540_R32_Matteo Berrettini_vs_Aljaz Bedene,3867010,65237694
2021-540,Wimbledon,Grass,2021-06-28,128,G,205,5,R32,122.0,6-4 6-4 6-4,80276496,Ilya Ivashka,ilya ivashka,R,BLR,27.3,79.0,,193.0,3719907,Jordan Thompson,jordan thompson,R,AUS,27.1,78.0,,183.0,2021,2021-540_R32_Ilya Ivashka_vs_Jordan Thompson,67817950,85221269
2021-540,Wimbledon,Grass,2021-06-28,128,G,206,5,R32,58.0,2-6 6-1 RET,15356315,Felix Auger Aliassime,felix auger aliassime,R,CAN,20.8,19.0,16.0,193.0,20302910,Nick Kyrgios,nick kyrgios,R,AUS,26.1,60.0,,193.0,2021,2021-540_R32_Felix Auger Aliassime_vs_Nick Kyrgios,92303924,76269198
2021-540,Wimbledon,Grass,2021-06-28,128,G,207,5,R32,158.0,6-7(3) 6-4 6-3 7-6(4),35295018,Alexander Zverev,alexander zverev,R,GER,24.1,6.0,4.0,198.0,93206429,Taylor Fritz,taylor fritz,R,USA,23.6,40.0,31.0,196.0,2021,2021-540_R32_Alexander Zverev_vs_Taylor Fritz,46734571,77721566
2021-540,Wimbledon,Grass,2021-06-28,128,G,208,5,R32,155.0,6-4 6-4 5-7 6-4,49178154,Roger Federer,roger federer,R,SUI,39.8,8.0,6.0,185.0,79286763,Cameron Norrie,cameron norrie,L,GBR,25.8,34.0,29.0,188.0,2021,2021-540_R32_Roger Federer_vs_Cameron Norrie,12893523,19083412
2021-540,Wimbledon,Grass,2021-06-28,128,G,209,5,R32,107.0,6-3 6-4 6-4,22522964,Lorenzo Sonego,lorenzo sonego,R,ITA,26.1,27.0,23.0,191.0,84121601,James Duckworth,james duckworth,R,AUS,29.4,91.0,,183.0,2021,2021-540_R32_Lorenzo Sonego_vs_James Duckworth,73459386,88990078
2021-540,Wimbledon,Grass,2021-06-28,128,G,210,5,R32,84.0,6-3 6-4 6-2,94755385,Hubert Hurkacz,hubert hurkacz,R,POL,24.3,18.0,14.0,196.0,16886282,Alexander Bublik,alexander bublik,R,KAZ,24.0,38.0,,196.0,2021,2021-540_R32_Hubert Hurkacz_vs_Alexander Bublik,13023002,40706048
2021-540,Wimbledon,Grass,2021-06-28,128,G,211,5,R32,216.0,6-7(3) 3-6 6-3 6-3 6-2,1945746,Daniil Medvedev,daniil medvedev,R,RUS,25.3,2.0,2.0,198.0,89114126,Marin Cilic,marin cilic,R,CRO,32.7,37.0,32.0,198.0,2021,2021-540_R32_Daniil Medvedev_vs_Marin Cilic,57428056,31316536
2021-540,Wimbledon,Grass,2021-06-28,128,G,212,5,R16,109.0,6-2 6-4 6-2,15497587,Novak Djokovic,novak djokovic,R,SRB,34.1,1.0,1.0,188.0,29443880,Cristian Garin,cristian garin,R,CHI,25.0,20.0,17.0,185.0,2021,2021-540_R16_Novak Djokovic_vs_Cristian Garin,42342055,60341114
2021-540,Wimbledon,Grass,2021-06-28,128,G,213,5,R16,161.0,6-3 4-6 4-6 6-0 6-3,60039763,Marton Fucsovics,marton fucsovics,R,HUN,29.3,48.0,,188.0,29970040,Andrey Rublev,andrey rublev,R,RUS,23.6,7.0,5.0,188.0,2021,2021-540_R16_Marton Fucsovics_vs_Andrey Rublev,36186323,63724855
2021-540,Wimbledon,Grass,2021-06-28,128,G,214,5,R16,229.0,3-6 6-4 6-3 5-7 10-8,87386439,Karen Khachanov,karen khachanov,R,RUS,25.1,29.0,25.0,198.0,40168935,Sebastian Korda,sebastian korda,R,USA,20.9,50.0,,196.0,2021,2021-540_R16_Karen Khachanov_vs_Sebastian Korda,92203525,75308876
2021-540,Wimbledon,Grass,2021-06-28,128,G,215,5,R16,127.0,6-1 6-3 7-5,83490000,Denis Shapovalov,denis shapovalov,L,CAN,22.2,12.0,10.0,185.0,3188374,Roberto Bautista Agut,roberto bautista agut,R,ESP,33.2,10.0,8.0,183.0,2021,2021-540_R16_Denis Shapovalov_vs_Roberto Bautista Agut,1710964,2319749
2021-540,Wimbledon,Grass,2021-06-28,128,G,216,5,R16,107.0,6-4 6-3 6-1,99819152,Matteo Berrettini,matteo berrettini,R,ITA,25.2,9.0,7.0,196.0,80276496,Ilya Ivashka,ilya ivashka,R,BLR,27.3,79.0,,193.0,2021,2021-540_R16_Matteo Berrettini_vs_Ilya Ivashka,3867010,67817950
2021-540,Wimbledon,Grass,2021-06-28,128,G,217,5,R16,242.0,6-4 7-6(6) 3-6 3-6 6-4,15356315,Felix Auger Aliassime,felix auger aliassime,R,CAN,20.8,19.0,16.0,193.0,35295018,Alexander Zverev,alexander zverev,R,GER,24.1,6.0,4.0,198.0,2021,2021-540_R16_Felix Auger Aliassime_vs_Alexander Zverev,92303924,46734571
2021-540,Wimbledon,Grass,2021-06-28,128,G,218,5,R16,131.0,7-5 6-4 6-2,49178154,Roger Federer,roger federer,R,SUI,39.8,8.0,6.0,185.0,22522964,Lorenzo Sonego,lorenzo sonego,R,ITA,26.1,27.0,23.0,191.0,2021,2021-540_R16_Roger Federer_vs_Lorenzo Sonego,12893523,73459386
2021-540,Wimbledon,Grass,2021-06-28,128,G,219,5,R16,182.0,2-6 7-6(2) 3-6 6-3 6-3,94755385,Hubert Hurkacz,hubert hurkacz,R,POL,24.3,18.0,14.0,196.0,1945746,Daniil Medvedev,daniil medvedev,R,RUS,25.3,2.0,2.0,198.0,2021,2021-540_R16_Hubert Hurkacz_vs_Daniil Medvedev,13023002,57428056
2021-540,Wimbledon,Grass,2021-06-28,128,G,220,5,QF,137.0,6-3 6-4 6-4,15497587,Novak Djokovic,novak djokovic,R,SRB,34.1,1.0,1.0,188.0,60039763,Marton Fucsovics,marton fucsovics,R,HUN,29.3,48.0,,188.0,2021,2021-540_QF_Novak Djokovic_vs_Marton Fucsovics,42342055,36186323
2021-540,Wimbledon,Grass,2021-06-28,128,G,221,5,QF,206.0,6-4 3-6 5-7 6-1 6-4,83490000,Denis Shapovalov,denis shapovalov,L,CAN,22.2,12.0,10.0,185.0,87386439,Karen Khachanov,karen khachanov,R,RUS,25.1,29.0,25.0,198.0,2021,2021-540_QF_Denis Shapovalov_vs_Karen Khachanov,1710964,92203525
2021-540,Wimbledon,Grass,2021-06-28,128,G,222,5,QF,184.0,6-3 5-7 7-5 6-3,99819152,Matteo Berrettini,matteo berrettini,R,ITA,25.2,9.0,7.0,196.0,15356315,Felix Auger Aliassime,felix auger aliassime,R,CAN,20.8,19.0,16.0,193.0,2021,2021-540_QF_Matteo Berrettini_vs_Felix Auger Aliassime,3867010,92303924
2021-540,Wimbledon,Grass,2021-06-28,128,G,223,5,QF,109.0,6-3 7-6(4) 6-0,94755385,Hubert Hurkacz,hubert hurkacz,R,POL,24.3,18.0,14.0,196.0,49178154,Roger Federer,roger federer,R,SUI,39.8,8.0,6.0,185.0,2021,2021-540_QF_Hubert Hurkacz_vs_Roger Federer,13023002,12893523
2021-540,Wimbledon,Grass,2021-06-28,128,G,224,5,SF,164.0,7-6(3) 7-5 7-5,15497587,Novak Djokovic,novak djokovic,R,SRB,34.1,1.0,1.0,188.0,83490000,Denis Shapovalov,denis shapovalov,L,CAN,22.2,12.0,10.0,185.0,2021,2021-540_SF_Novak Djokovic_vs_Denis Shapovalov,42342055,1710964
2021-540,Wimbledon,Grass,2021-06-28,128,G,225,5,SF,157.0,6-3 6-0 6-7(3) 6-4,99819152,Matteo Berrettini,matteo berrettini,R,ITA,25.2,9.0,7.0,196.0,94755385,Hubert Hurkacz,hubert hurkacz,R,POL,24.3,18.0,14.0,196.0,2021,2021-540_SF_Matteo Berrettini_vs_Hubert Hurkacz,3867010,13023002
2021-540,Wimbledon,Grass,2021-06-28,128,G,226,5,F,204.0,6-7(4) 6-4 6-4 6-3,15497587,Novak Djokovic,novak djokovic,R,SRB,34.1,1.0,1.0,188.0,99819152,Matteo Berrettini,matteo berrettini,R,ITA,25.2,9.0,7.0,196.0,2021,2021-540_F_Novak Djokovic_vs_Matteo Berrettini,42342055,3867010
2021-560,Us Open,Hard,2021-08-30,128,G,100,5,R128,135.0,6-1 6-7(5) 6-2 6-1,15497587,Novak Djokovic,novak djokovic,R,SRB,34.2,1.0,1.0,188.0,91484563,Holger Rune,holger rune,R,DEN,18.3,145.0,,188.0,2021,2021-560_R128_Novak Djokovic_vs_Holger Rune,42342055,66711212
2021-560,Us Open,Hard,2021-08-30,128,G,101,5,R128,218.0,2-6 7-6(3) 4-6 6-4 7-5,15468969,Tallon Griekspoor,tallon griekspoor,R,NED,25.1,121.0,,188.0,84740361,Jan Lennard Struff,jan lennard struff,R,GER,31.3,52.0,,193.0,2021,2021-560_R128_Tallon Griekspoor_vs_Jan Lennard Struff,81199702,55017716
2021-560,Us Open,Hard,2021-08-30,128,G,102,5,R128,161.0,6-1 6-1 5-7 6-3,33883585,Kei Nishikori,kei nishikori,R,JPN,31.6,56.0,,178.0,77177712,Salvatore Caruso,salvatore caruso,R,ITA,28.7,113.0,,185.0,2021,2021-560_R128_Kei Nishikori_vs_Salvatore Caruso,31712579,20518325
2021-560,Us Open,Hard,2021-08-30,128,G,103,5,R128,128.0,6-2 7-5 6-3,55276372,Mackenzie Mcdonald,mackenzie mcdonald,R,USA,26.3,61.0,,178.0,78050540,David Goffin,david goffin,R,BEL,30.7,30.0,27.0,180.0,2021,2021-560_R128_Mackenzie Mcdonald_vs_David Goffin,31755184,98990907
2021-560,Us Open,Hard,2021-08-30,128,G,104,5,R128,187.0,7-5 1-6 6-3 6-2,29014129,Aslan Karatsev,aslan karatsev,R,RUS,27.9,25.0,21.0,185.0,25861068,Jaume Munar,jaume munar,R,ESP,24.3,65.0,,183.0,2021,2021-560_R128_Aslan Karatsev_vs_Jaume Munar,56370289,3173899
2021-560,Us Open,Hard,2021-08-30,128,G,105,5,R128,210.0,4-6 6-3 7-5 2-6 7-6(3),3719907,Jordan Thompson,jordan thompson,R,AUS,27.3,59.0,,183.0,48499763,Gianluca Mager,gianluca mager,R,ITA,26.7,71.0,,188.0,2021,2021-560_R128_Jordan Thompson_vs_Gianluca Mager,85221269,70953166
2021-560,Us Open,Hard,2021-08-30,128,G,106,5,R128,240.0,7-5 6-2 5-7 6-3,5285434,Jenson Brooksby,jenson brooksby,R,USA,20.8,99.0,,188.0,42737362,Mikael Ymer,mikael ymer,R,SWE,22.9,72.0,,183.0,2021,2021-560_R128_Jenson Brooksby_vs_Mikael Ymer,38209508,46285618
2021-560,Us Open,Hard,2021-08-30,128,G,107,5,R128,182.0,7-6(4) 6-2 1-6 6-4,93206429,Taylor Fritz,taylor fritz,R,USA,23.8,42.0,,196.0,23240030,Alex De Minaur,alex de minaur,R,AUS,22.5,17.0,14.0,183.0,2021,2021-560_R128_Taylor Fritz_vs_Alex De Minaur,77721566,28865657
2021-560,Us Open,Hard,2021-08-30,128,G,108,5,R128,103.0,6-3 6-4 6-3,94755385,Hubert Hurkacz,hubert hurkacz,R,POL,24.5,13.0,10.0,196.0,83947784,Egor Gerasimov,egor gerasimov,R,BLR,28.7,82.0,,196.0,2021,2021-560_R128_Hubert Hurkacz_vs_Egor Gerasimov,13023002,51244226
2021-560,Us Open,Hard,2021-08-30,128,G,109,5,R128,244.0,2-6 7-5 6-4 2-6 7-6(13),69279438,Andreas Seppi,andreas seppi,R,ITA,37.5,89.0,,190.0,60039763,Marton Fucsovics,marton fucsovics,R,HUN,29.5,41.0,,188.0,2021,2021-560_R128_Andreas Seppi_vs_Marton Fucsovics,37696299,36186323
2021-560,Us Open,Hard,2021-08-30,128,G,110,5,R128,205.0,4-6 6-3 7-5 7-6(4),18654671,Denis Kudla,denis kudla,R,USA,29.0,92.0,,180.0,32019267,Laslo Djere,laslo djere,R,SRB,26.2,51.0,,188.0,2021,2021-560_R128_Denis Kudla_vs_Laslo Djere,27186822,23946905
2021-560,Us Open,Hard,2021-08-30,128,G,111,5,R128,243.0,6-7(8) 7-5 7-6(4) 7-6(1),82973507,Oscar Otte,oscar otte,R,GER,28.1,144.0,,193.0,22522964,Lorenzo Sonego,lorenzo sonego,R,ITA,26.3,23.0,20.0,191.0,2021,2021-560_R128_Oscar Otte_vs_Lorenzo Sonego,32798447,73459386
2021-560,Us Open,Hard,2021-08-30,128,G,112,5,R128,198.0,2-6 3-6 6-1 6-3 7-6(4),38677963,Vasek Pospisil,vasek pospisil,R,CAN,31.1,58.0,,193.0,34254773,Fabio Fognini,fabio fognini,R,ITA,34.2,31.0,28.0,178.0,2021,2021-560_R128_Vasek Pospisil_vs_Fabio Fognini,8579870,77378609
2021-560,Us Open,Hard,2021-08-30,128,G,113,5,R128,147.0,7-6(3) 6-3 6-4,80276496,Ilya Ivashka,ilya ivashka,R,BLR,27.5,53.0,,193.0,18931566,Tennys Sandgren,tennys sandgren,R,USA,30.1,91.0,,188.0,2021,2021-560_R128_Ilya Ivashka_vs_Tennys Sandgren,67817950,93309920
2021-560,Us Open,Hard,2021-08-30,128,G,114,5,R128,160.0,6-4 7-5 7-6(3),1853767,Corentin Moutet,corentin moutet,L,FRA,22.3,88.0,,180.0,86960401,Stefano Travaglia,stefano travaglia,R,ITA,29.6,100.0,,185.0,2021,2021-560_R128_Corentin Moutet_vs_Stefano Travaglia,33590805,60962221
2021-560,Us Open,Hard,2021-08-30,128,G,115,5,R128,151.0,7-6(5) 7-6(7) 6-3,99819152,Matteo Berrettini,matteo berrettini,R,ITA,25.3,8.0,6.0,196.0,97126803,Jeremy Chardy,jeremy chardy,R,FRA,34.5,70.0,,188.0,2021,2021-560_R128_Matteo Berrettini_vs_Jeremy Chardy,3867010,77802027
2021-560,Us Open,Hard,2021-08-30,128,G,116,5,R128,100.0,6-4 7-5 6-2,35295018,Alexander Zverev,alexander zverev,R,GER,24.3,4.0,4.0,198.0,87495064,Sam Querrey,sam querrey,R,USA,33.8,78.0,,198.0,2021,2021-560_R128_Alexander Zverev_vs_Sam Querrey,46734571,40370271
2021-560,Us Open,Hard,2021-08-30,128,G,117,5,R128,221.0,6-1 5-7 5-7 7-5 6-4,93910234,Albert Ramos,albert ramos,L,ESP,33.6,48.0,,188.0,88094825,Lucas Pouille,lucas pouille,R,FRA,27.5,133.0,,185.0,2021,2021-560_R128_Albert Ramos_vs_Lucas Pouille,42248572,93355379
2021-560,Us Open,Hard,2021-08-30,128,G,118,5,R128,172.0,6-7(5) 6-2 6-4 6-2,30461280,Jack Sock,jack sock,R,USA,28.9,184.0,,191.0,28464214,Yoshihito Nishioka,yoshihito nishioka,L,JPN,25.9,69.0,,170.0,2021,2021-560_R128_Jack Sock_vs_Yoshihito Nishioka,76699505,83339930
2021-560,Us Open,Hard,2021-08-30,128,G,119,5,R128,116.0,6-0 4-6 6-2 6-1,16886282,Alexander Bublik,alexander bublik,R,KAZ,24.2,37.0,31.0,196.0,40001547,Yannick Hanfmann,yannick hanfmann,R,GER,29.7,134.0,,193.0,2021,2021-560_R128_Alexander Bublik_vs_Yannick Hanfmann,40706048,98641416
2021-560,Us Open,Hard,2021-08-30,128,G,120,5,R128,94.0,6-3 6-2 6-2,14523194,Gael Monfils,gael monfils,R,FRA,34.9,20.0,17.0,193.0,93850103,Federico Coria,federico coria,R,ARG,29.4,62.0,,180.0,2021,2021-560_R128_Gael Monfils_vs_Federico Coria,44954827,20254810
2021-560,Us Open,Hard,2021-08-30,128,G,121,5,R128,185.0,5-7 7-6(8) 7-6(8) 6-3,72413079,Steve Johnson,steve johnson,R,USA,31.6,87.0,,188.0,57330372,Maximilian Marterer,maximilian marterer,L,GER,26.2,212.0,,188.0,2021,2021-560_R128_Steve Johnson_vs_Maximilian Marterer,97145470,75918781
2021-560,Us Open,Hard,2021-08-30,128,G,122,5,R128,182.0,7-6(6) 5-7 6-4 6-4,22942579,Zachary Svajda,zachary svajda,R,USA,18.7,716.0,,175.0,20462958,Marco Cecchinato,marco cecchinato,R,ITA,28.9,81.0,,185.0,2021,2021-560_R128_Zachary Svajda_vs_Marco Cecchinato,1468315,19421898
2021-560,Us Open,Hard,2021-08-30,128,G,123,5,R128,153.0,6-4 6-2 4-6 6-2,42687225,Jannik Sinner,jannik sinner,R,ITA,20.0,16.0,13.0,191.0,16611619,Max Purcell,max purcell,R,AUS,23.4,191.0,,185.0,2021,2021-560_R128_Jannik Sinner_vs_Max Purcell,26618743,53992293
2021-560,Us Open,Hard,2021-08-30,128,G,124,5,R128,213.0,5-7 4-6 6-1 6-4 7-6(7),25180979,Maxime Cressy,maxime cressy,R,USA,24.3,151.0,,201.0,95706494,Pablo Carreno Busta,pablo carreno busta,R,ESP,30.1,12.0,9.0,188.0,2021,2021-560_R128_Maxime Cressy_vs_Pablo Carreno Busta,57114045,23023747
2021-560,Us Open,Hard,2021-08-30,128,G,125,5,R128,48.0,6-2 2-1 RET,668157,Nikoloz Basilashvili,nikoloz basilashvili,R,GEO,29.5,39.0,,185.0,40168935,Sebastian Korda,sebastian korda,R,USA,21.1,45.0,,196.0,2021,2021-560_R128_Nikoloz Basilashvili_vs_Sebastian Korda,74367467,75308876
2021-560,Us Open,Hard,2021-08-30,128,G,126,5,R128,151.0,6-7(5) 6-4 6-1 6-3,73972297,Lorenzo Musetti,lorenzo musetti,R,ITA,19.4,60.0,,185.0,76084102,Eduardo Nava,eduardo nava,R,USA,19.7,385.0,,185.0,2021,2021-560_R128_Lorenzo Musetti_vs_Emilio Nava,58373494,45922391
2021-560,Us Open,Hard,2021-08-30,128,G,127,5,R128,133.0,7-6(3) 6-4 6-4,67471888,Reilly Opelka,reilly opelka,R,USA,24.0,24.0,22.0,211.0,47348310,Soon Woo Kwon,soon woo kwon,R,KOR,23.7,76.0,,180.0,2021,2021-560_R128_Reilly Opelka_vs_Soon Woo Kwon,75506370,42923296
2021-560,Us Open,Hard,2021-08-30,128,G,128,5,R128,187.0,6-4 1-6 4-6 6-3 6-2,45941068,Lloyd Harris,lloyd harris,R,RSA,24.5,46.0,,193.0,87386439,Karen Khachanov,karen khachanov,R,RUS,25.2,28.0,25.0,198.0,2021,2021-560_R128_Lloyd Harris_vs_Karen Khachanov,32879539,92203525
2021-560,Us Open,Hard,2021-08-30,128,G,129,5,R128,89.0,6-1 6-3 6-1,86440573,Ernesto Escobedo,ernesto escobedo,R,MEX,25.1,178.0,,185.0,34905477,Pablo Cuevas,pablo cuevas,R,URU,35.6,101.0,,180.0,2021,2021-560_R128_Ernesto Escobedo_vs_Pablo Cuevas,77124634,17193178
2021-560,Us Open,Hard,2021-08-30,128,G,130,5,R128,185.0,7-6(5) 6-2 1-6 6-3,8024276,Roberto Carballes Baena,roberto carballes baena,R,ESP,28.4,95.0,,183.0,84138887,Tommy Paul,tommy paul,R,USA,24.2,54.0,,185.0,2021,2021-560_R128_Roberto Carballes Baena_vs_Tommy Paul,71463953,19417702
2021-560,Us Open,Hard,2021-08-30,128,G,131,5,R128,109.0,6-2 6-2 6-3,83490000,Denis Shapovalov,denis shapovalov,L,CAN,22.3,10.0,7.0,185.0,43294320,Federico Delbonis,federico delbonis,L,ARG,30.9,47.0,,193.0,2021,2021-560_R128_Denis Shapovalov_vs_Federico Delbonis,1710964,12661837
2021-560,Us Open,Hard,2021-08-30,128,G,132,5,R128,96.0,6-3 7-6(3) 6-3,29970040,Andrey Rublev,andrey rublev,R,RUS,23.8,7.0,5.0,188.0,39371802,Ivo Karlovic,ivo karlovic,R,CRO,42.5,221.0,,208.0,2021,2021-560_R128_Andrey Rublev_vs_Ivo Karlovic,63724855,27478666
2021-560,Us Open,Hard,2021-08-30,128,G,133,5,R128,261.0,4-6 4-6 7-6(7) 6-2 6-2,47113342,Pedro Martinez,pedro martinez,R,ESP,24.3,75.0,,185.0,84121601,James Duckworth,james duckworth,R,AUS,29.6,68.0,,183.0,2021,2021-560_R128_Pedro Martinez_vs_James Duckworth,54492394,88990078
2021-560,Us Open,Hard,2021-08-30,128,G,134,5,R128,174.0,7-6(8) 5-7 6-3 6-4,37760966,Frances Tiafoe,frances tiafoe,R,USA,23.6,50.0,,188.0,18546128,Christopher Eubanks,christopher eubanks,R,USA,25.3,214.0,,201.0,2021,2021-560_R128_Frances Tiafoe_vs_Christopher Eubanks,55103597,51742194
2021-560,Us Open,Hard,2021-08-30,128,G,135,5,R128,198.0,6-7(2) 6-3 6-2 6-2,68556410,Guido Pella,guido pella,L,ARG,31.2,85.0,,183.0,7898,Filip Krajinovic,filip krajinovic,R,SRB,29.5,38.0,32.0,185.0,2021,2021-560_R128_Guido Pella_vs_Filip Krajinovic,27864298,42648993
2021-560,Us Open,Hard,2021-08-30,128,G,136,5,R128,108.0,6-3 6-4 6-0,3188374,Roberto Bautista Agut,roberto bautista agut,R,ESP,33.3,21.0,18.0,183.0,20302910,Nick Kyrgios,nick kyrgios,R,AUS,26.3,86.0,,193.0,2021,2021-560_R128_Roberto Bautista Agut_vs_Nick Kyrgios,2319749,76269198
2021-560,Us Open,Hard,2021-08-30,128,G,137,5,R128,157.0,6-4 6-2 3-6 6-1,11650076,Emil Ruusuvuori,emil ruusuvuori,R,FIN,22.4,66.0,,188.0,79103821,Kamil Majchrzak,kamil majchrzak,R,POL,25.6,114.0,,180.0,2021,2021-560_R128_Emil Ruusuvuori_vs_Kamil Majchrzak,67636016,51843347
2021-560,Us Open,Hard,2021-08-30,128,G,138,5,R128,195.0,5-7 7-6(6) 4-6 6-3 6-3,11223690,Bernabe Zapata Miralles,bernabe zapata miralles,R,ESP,24.6,116.0,,183.0,24250981,Feliciano Lopez,feliciano lopez,L,ESP,39.9,97.0,,188.0,2021,2021-560_R128_Bernabe Zapata Miralles_vs_Feliciano Lopez,7178991,5067751
2021-560,Us Open,Hard,2021-08-30,128,G,139,5,R128,240.0,7-6(0) 3-6 7-6(1) 7-6(8),15356315,Felix Auger Aliassime,felix auger aliassime,R,CAN,21.0,15.0,12.0,193.0,20738801,Evgeny Donskoy,evgeny donskoy,R,RUS,31.3,152.0,,185.0,2021,2021-560_R128_Felix Auger Aliassime_vs_Evgeny Donskoy,92303924,6384390
2021-560,Us Open,Hard,2021-08-30,128,G,140,5,R128,191.0,6-3 4-6 6-4 7-6(4),29443880,Cristian Garin,cristian garin,R,CHI,25.2,19.0,16.0,185.0,70079106,Norbert Gombos,norbert gombos,R,SVK,31.0,111.0,,193.0,2021,2021-560_R128_Cristian Garin_vs_Norbert Gombos,60341114,34801280
2021-560,Us Open,Hard,2021-08-30,128,G,141,5,R128,148.0,7-6(6) 7-6(2) 6-1,53161722,Henri Laaksonen,henri laaksonen,R,SUI,29.4,130.0,,185.0,6328969,John Millman,john millman,R,AUS,32.2,43.0,,183.0,2021,2021-560_R128_Henri Laaksonen_vs_John Millman,90934312,23031577
2021-560,Us Open,Hard,2021-08-30,128,G,142,5,R128,153.0,6-3 7-5 2-6 6-4,56896306,Dusan Lajovic,dusan lajovic,R,SRB,31.1,40.0,,183.0,21471907,Benoit Paire,benoit paire,R,FRA,32.3,49.0,,196.0,2021,2021-560_R128_Dusan Lajovic_vs_Benoit Paire,99764096,3656666
2021-560,Us Open,Hard,2021-08-30,128,G,143,5,R128,177.0,1-6 6-1 6-2 5-7 6-4,48586800,Peter Gojowczyk,peter gojowczyk,R,GER,32.1,141.0,,188.0,92184456,Ugo Humbert,ugo humbert,L,FRA,23.1,26.0,23.0,188.0,2021,2021-560_R128_Peter Gojowczyk_vs_Ugo Humbert,88341605,37682973
2021-560,Us Open,Hard,2021-08-30,128,G,144,5,R128,114.0,6-4 6-4 6-3,58816947,Carlos Alcaraz,carlos alcaraz,R,ESP,18.3,55.0,,183.0,79286763,Cameron Norrie,cameron norrie,L,GBR,26.0,29.0,26.0,188.0,2021,2021-560_R128_Carlos Alcaraz_vs_Cameron Norrie,73350060,19083412
