player_id,name,name_norm,ioc,first_seen_date,last_seen_date,match_count
35585058,Nicolas Coutelot,nicolas coutelot,FRA,2001-05-28,2003-05-26,10
27734712,Nicolas Devilder,nicolas devilder,FRA,2007-01-15,2012-05-27,16
54588163,Nicolas Escude,nicolas escude,FRA,2000-01-17,2004-05-24,37
23872944,Nicolas Jarry,nicolas jarry,CHI,2017-03-07,2025-07-06,29
2790234,Nicolas Kicker,nicolas kicker,ARG,2017-03-07,2018-01-15,7
31470746,Nicolas Kiefer,nicolas kiefer,GER,2000-01-17,2010-06-21,76
17733607,Nicolas Lapentti,nicolas lapentti,ECU,2000-01-17,2010-05-24,62
69949852,Nicolas Mahut,nicolas mahut,FRA,2000-05-29,2019-05-27,82
38098714,Nicolas Massu,nicolas massu,CHI,2000-05-29,2010-06-21,58
64831305,Nicolas Moreno De Alboran,nicolas moreno de alboran,USA,2023-08-28,2024-05-27,2
95230114,Nicolas Thomann,nicolas thomann,FRA,2001-05-28,2002-06-24,4
52937265,Niels Desein,niels desein,BEL,2014-08-25,2014-08-25,1
89618252,Nikola Milojevic,nikola milojevic,SRB,2020-09-28,2022-01-17,3
92304110,Nikolay Davydenko,nikolay davydenko,RUS,2001-01-15,2014-05-26,132
74367467,Nikoloz Basilashvili,nikoloz basilashvili,GEO,2015-05-24,2025-07-03,51
46457926,Noah Rubin,noah rubin,USA,2014-08-25,2019-01-07,8
75810067,Noam Okun,noam okun,ISR,2000-01-17,2006-08-28,9
34801280,Norbert Gombos,norbert gombos,SVK,2017-03-07,2022-08-29,17
42342055,Novak Djokovic,novak djokovic,SRB,2005-01-17,2025-07-11,432
83786690,Nuno Borges,nuno borges,POR,2022-05-23,2025-07-04,19
77737595,O Connell C.,o connell c,AUS,2025-01-13,2025-06-30,3
65795515,Oleg Ogorodov,oleg ogorodov,UZB,2002-05-27,2002-05-27,2
69316975,Oleksii Krutykh,oleksii krutykh,UKR,2023-01-16,2023-01-16,1
17242060,Oliver Golding,oliver golding,GBR,2012-06-25,2012-06-25,1
67123304,Oliver Marach,oliver marach,AUT,2002-05-27,2006-08-28,6
30016088,Olivier Mutis,olivier mutis,FRA,2003-05-26,2005-01-17,12
69779984,Olivier Patience,olivier patience,FRA,2002-01-14,2010-05-24,20
98572058,Olivier Rochus,olivier rochus,BEL,2000-06-26,2013-06-24,83
71240421,Omar Jasika,omar jasika,AUS,2016-01-18,2025-01-12,4
91701327,Onclin G.,onclin g,BEL,2025-01-12,2025-01-12,1
3644249,Orlin Stanoytchev,orlin stanoytchev,BUL,2000-01-17,2000-08-28,4
31177590,Oscar Hernandez,oscar hernandez,ESP,2004-01-19,2010-06-21,30
32798447,Oscar Otte,oscar otte,GER,2018-05-28,2023-05-29,21
99969378,Oscar Serrano,oscar serrano,ESP,2000-05-29,2000-05-29,1
32552882,Ota Fukarek,ota fukarek,CZE,2001-01-15,2002-01-14,2
23265734,Otto Virtanen,otto virtanen,FIN,2023-08-28,2025-01-12,6
40325697,Pablo Andujar,pablo andujar,ESP,2008-05-25,2022-06-27,66
23023747,Pablo Carreno Busta,pablo carreno busta,ESP,2013-05-27,2024-08-26,92
17193178,Pablo Cuevas,pablo cuevas,URU,2007-08-27,2022-05-23,66
10280902,Paolo Lorenzi,paolo lorenzi,ITA,2010-01-18,2020-08-31,47
45351021,Paradorn Srichaphan,paradorn srichaphan,THA,2000-01-17,2007-01-15,51
62596809,Passaro F.,passaro f,ITA,2025-01-13,2025-05-27,3
74046612,Patrick Kypson,patrick kypson,USA,2017-08-28,2024-01-15,3
4555656,Patrick Rafter,patrick rafter,AUS,2000-05-29,2001-08-27,28
8919895,Paul Baccanello,paul baccanello,AUS,2003-06-23,2005-01-17,3
82299182,Paul Capdeville,paul capdeville,CHI,2005-08-29,2009-08-31,18
65060703,Paul Goldstein,paul goldstein,USA,2000-01-17,2007-08-27,22
50442127,Paul Henri Mathieu,paul henri mathieu,FRA,2001-05-28,2017-05-29,95
88047787,Paul Jubb,paul jubb,GBR,2019-01-07,2024-01-07,3
1130969,Paul Kilderry,paul kilderry,AUS,2000-06-26,2000-06-26,1
44026582,Pavel Kotov,pavel kotov,RUS,2022-05-23,2025-01-13,11
50110398,Pavel Snobel,pavel snobel,CZE,2006-01-16,2008-06-23,2
87725172,Pedro Cachin,pedro cachin,ARG,2022-05-23,2024-05-27,12
54492394,Pedro Martinez,pedro martinez,ESP,2019-05-27,2025-07-05,29
42081519,Pedro Sousa,pedro sousa,POR,2019-01-14,2021-08-02,4
83508236,Pere Riba,pere riba,ESP,2010-05-24,2014-08-25,16
87721625,Pete Sampras,pete sampras,USA,2000-01-17,2002-08-26,52
88341605,Peter Gojowczyk,peter gojowczyk,GER,2012-01-16,2022-08-29,30
66885614,Peter Luczak,peter luczak,AUS,2003-01-13,2011-01-17,23
91848756,Peter Polansky,peter polansky,CAN,2009-01-19,2018-08-27,11
49514387,Peter Wessels,peter wessels,NED,2000-01-17,2005-08-29,11
43566022,Petr Kralert,petr kralert,CZE,2000-08-28,2000-08-28,2
53416828,Petr Luxa,petr luxa,CZE,2003-06-23,2003-06-23,1
33174907,Philipp Kohlschreiber,philipp kohlschreiber,GER,2003-08-25,2022-01-17,146
80343156,Philipp Petzschner,philipp petzschner,GER,2007-08-27,2013-08-26,35
45664251,Phillip King,phillip king,USA,2000-08-28,2000-08-28,1
24995008,Phillip Simmonds,phillip simmonds,USA,2006-08-28,2006-08-28,1
43994316,Pierre Hugues Herbert,pierre hugues herbert,FRA,2014-05-26,2025-05-29,43
64932466,Pinnington Jones J.,pinnington jones j,GBR,2025-07-01,2025-07-03,2
49484991,Potito Starace,potito starace,ITA,2004-05-24,2014-05-26,42
89279663,Prajnesh Gunneswaran,prajnesh gunneswaran,IND,2019-01-07,2020-01-20,5
93313355,Prakash Amritraj,prakash amritraj,IND,2002-08-26,2002-08-26,1
56134727,Quentin Halys,quentin halys,FRA,2015-05-24,2025-07-01,29
75729135,Radek Stepanek,radek stepanek,CZE,2002-06-24,2017-01-16,113
27699041,Radoslav Lukaev,radoslav lukaev,BUL,2002-08-26,2002-08-26,1
43601615,Radu Albot,radu albot,MDA,2014-08-25,2024-08-26,45
91406790,Raemon Sluiter,raemon sluiter,NED,2000-01-17,2006-08-28,35
59470770,Rafael Nadal,rafael nadal,ESP,2003-06-23,2024-05-27,361
77691828,Rainer Schuettler,rainer schuettler,GER,2000-01-17,2011-06-20,89
85988802,Rajeev Ram,rajeev ram,USA,2004-08-30,2016-08-29,22
31246399,Ramon Delgado,ramon delgado,PAR,2001-08-27,2010-06-21,15
25245774,Razvan Sabau,razvan sabau,ROU,2005-08-29,2006-06-26,4
75506370,Reilly Opelka,reilly opelka,USA,2017-01-16,2025-07-03,29
59846478,Renzo Furlan,renzo furlan,ITA,2003-01-13,2003-01-13,2
25692656,Renzo Olivo,renzo olivo,ARG,2016-01-18,2017-05-29,6
62285677,Rhyne Williams,rhyne williams,USA,2012-08-27,2014-01-13,5
43815940,Ricardas Berankis,ricardas berankis,LTU,2010-06-21,2022-06-27,57
76038203,Ricardo Hocevar,ricardo hocevar,BRA,2010-01-18,2010-01-18,1
27599533,Ricardo Mello,ricardo mello,BRA,2004-01-19,2012-08-27,24
69917358,Riccardo Ghedin,riccardo ghedin,ITA,2009-06-22,2009-06-22,1
56751750,Richard Bloomfield,richard bloomfield,GBR,2003-06-23,2007-06-25,5
44151259,Richard Fromberg,richard fromberg,AUS,2000-01-17,2002-01-14,10
93807101,Richard Gasquet,richard gasquet,FRA,2002-05-27,2025-05-29,190
85574457,Richard Krajicek,richard krajicek,NED,2000-01-17,2003-01-13,20
62171818,Riedi L.,riedi l,SUI,2025-06-30,2025-06-30,1
32125848,Rik De Voest,rik de voest,RSA,2007-06-25,2012-01-16,9
87494374,Rinky Hijikata,rinky hijikata,AUS,2022-08-29,2025-07-04,12
72470079,Robby Ginepri,robby ginepri,USA,2001-08-27,2014-05-26,67
3638453,Robert Farah,robert farah,COL,2011-08-29,2011-08-29,1
11511108,Robert Kendrick,robert kendrick,USA,2003-06-23,2011-05-22,21
86668371,Robert Smeets,robert smeets,AUS,2007-01-15,2008-08-25,5
51355533,Robert Yim,robert yim,USA,2003-08-25,2003-08-25,1
2319749,Roberto Bautista Agut,roberto bautista agut,ESP,2012-01-16,2024-08-26,124
71463953,Roberto Carballes Baena,roberto carballes baena,ESP,2016-05-23,2024-08-26,41
86117379,Robin Haase,robin haase,NED,2007-08-27,2021-08-02,64
30905695,Robin Soderling,robin soderling,SWE,2002-08-26,2011-06-20,82
36926843,Robin Vik,robin vik,CZE,2005-05-23,2006-08-28,7
13605629,Rocha H.,rocha h,POR,2025-05-27,2025-05-31,3
1653101,Rodesch C.,rodesch c,LUX,2025-06-30,2025-06-30,1
8248366,Rodolphe Cadart,rodolphe cadart,FRA,2000-01-17,2000-01-17,1
12893523,Roger Federer,roger federer,SUI,2000-01-17,2021-06-28,432
44808690,Rogerio Dutra Silva,rogerio dutra silva,BRA,2011-08-29,2018-05-28,20
20046122,Roko Karanusic,roko karanusic,CRO,2003-08-25,2009-06-22,16
18152860,Romain Jouan,romain jouan,FRA,2009-05-25,2011-08-29,2
12832573,Roman Andres Burruchaga,roman andres burruchaga,ARG,2024-05-27,2024-05-27,1
45663925,Roman Safiullin,roman safiullin,RUS,2021-05-31,2025-06-30,20
28757759,Ronald Agenor,ronald agenor,USA,2000-01-17,2000-06-26,4
5714321,Royer V.,royer v,FRA,2025-05-25,2025-07-02,3
71615108,Ruben Bemelmans,ruben bemelmans,BEL,2011-06-20,2019-01-07,23
38652349,Ruben Ramirez Hidalgo,ruben ramirez hidalgo,ESP,2003-08-25,2013-01-14,25
33774240,Rudolf Molleker,rudolf molleker,GER,2019-01-14,2019-05-27,2
23328238,Rui Machado,rui machado,POR,2008-08-25,2012-08-27,12
30962847,Ryan Harrison,ryan harrison,USA,2010-01-18,2019-01-14,43
78181520,Ryan Henry,ryan henry,AUS,2003-01-13,2003-01-13,1
28428227,Ryan Peniston,ryan peniston,GBR,2022-06-27,2023-03-07,3
862659,Ryan Shane,ryan shane,USA,2015-08-31,2015-08-31,1
96635381,Ryan Sweeting,ryan sweeting,USA,2006-08-28,2012-06-25,18
32318521,Ryler Deheart,ryler deheart,USA,2008-08-25,2008-08-25,2
68898356,Saketh Myneni,saketh myneni,IND,2016-08-29,2016-08-29,1
20518325,Salvatore Caruso,salvatore caruso,ITA,2018-01-15,2022-01-17,16
43616516,Sam Groth,sam groth,AUS,2009-01-19,2017-01-16,19
40370271,Sam Querrey,sam querrey,USA,2006-08-28,2022-08-29,121
28493548,Sam Riffice,sam riffice,USA,2021-08-30,2021-08-30,1
30985472,Sam Warburg,sam warburg,USA,2007-06-25,2008-08-25,5
84431950,Samrej K.,samrej k,THA,2025-01-14,2025-01-14,1
14738239,Santiago Fa Rodriguez Taverna,santiago fa rodriguez taverna,ARG,2022-05-23,2022-05-23,1
78748321,Santiago Giraldo,santiago giraldo,COL,2007-05-28,2019-08-26,50
71114188,Santiago Gonzalez,santiago gonzalez,MEX,2009-06-22,2009-06-22,1
76528549,Santiago Ventura,santiago ventura,ESP,2005-01-17,2010-06-21,11
74030799,Sargis Sargsian,sargis sargsian,ARM,2000-01-17,2005-06-20,44
81629075,Sasa Tuksar,sasa tuksar,CRO,2005-05-23,2006-05-29,2
87118190,Scott Draper,scott draper,AUS,2000-01-17,2005-06-20,17
27508284,Scoville Jenkins,scoville jenkins,USA,2004-08-30,2008-08-25,7
72245817,Sebastian Baez,sebastian baez,ARG,2022-01-17,2025-07-01,21
4462879,Sebastian Decoud,sebastian decoud,ARG,2008-05-25,2008-05-25,2
75308876,Sebastian Korda,sebastian korda,USA,2020-08-31,2025-05-30,37
36411707,Sebastian Ofner,sebastian ofner,AUT,2017-03-07,2025-07-05,17
99318541,Sebastien De Chaunac,sebastien de chaunac,FRA,2001-08-27,2009-01-19,6
2184697,Sebastien Grosjean,sebastien grosjean,FRA,2000-01-17,2010-01-18,106
72671630,Sebastien Lareau,sebastien lareau,CAN,2000-01-17,2000-08-28,4
58813454,Sergei Bubka,sergei bubka,UKR,2011-08-29,2011-08-29,2
25283888,Sergi Bruguera,sergi bruguera,ESP,2000-05-29,2001-08-27,6
88369651,Sergio Roitman,sergio roitman,ARG,2003-05-26,2009-06-22,12
95213187,Sergiy Stakhovsky,sergiy stakhovsky,UKR,2008-06-23,2021-08-02,61
69838886,Seyboth Wild T.,seyboth wild t,BRA,2025-01-13,2025-01-13,1
21788455,Shintaro Mochizuki,shintaro mochizuki,JPN,2023-03-07,2025-07-02,3
84666610,Sho Shimabukuro,sho shimabukuro,JPN,2023-03-07,2023-08-28,2
89911784,Simon Greul,simon greul,GER,2006-06-26,2011-01-17,14
25993036,Simon Stadler,simon stadler,GER,2006-06-26,2011-01-17,5
11146062,Simone Bolelli,simone bolelli,ITA,2007-05-28,2019-05-27,59
68910611,Sjeng Schalken,sjeng schalken,NED,2000-01-17,2005-01-17,58
57587140,Slava Dosedel,slava dosedel,CZE,2000-01-17,2001-08-27,16
39799691,Slimane Saoudi,slimane saoudi,ALG,2002-08-26,2002-08-26,1
66523672,Somdev Devvarman,somdev devvarman,IND,2009-08-31,2014-06-23,19
42923296,Soon Woo Kwon,soon woo kwon,KOR,2018-01-15,2024-08-26,27
24368625,Stan Wawrinka,stan wawrinka,SUI,2005-05-23,2025-05-26,229
69580218,Stefan Koubek,stefan koubek,AUT,2000-01-17,2010-06-21,62
37815540,Stefan Kozlov,stefan kozlov,USA,2022-01-17,2022-08-29,4
8751765,Stefano Galvani,stefano galvani,ITA,2001-05-28,2010-05-24,14
67582260,Stefano Napolitano,stefano napolitano,ITA,2017-05-29,2017-05-29,2
1022691,Stefano Pescosolido,stefano pescosolido,ITA,2004-06-21,2004-06-21,2
60962221,Stefano Travaglia,stefano travaglia,ITA,2017-03-07,2023-08-28,19
57771350,Stefanos Tsitsipas,stefanos tsitsipas,GRE,2017-03-07,2025-06-30,96
13877716,Stephane Bohli,stephane bohli,SUI,2008-08-25,2008-08-25,1
69060012,Stephane Huet,stephane huet,FRA,2000-05-29,2001-06-25,7
92495065,Stephane Robert,stephane robert,FRA,2004-05-24,2018-02-07,33
10161966,Steve Darcis,steve darcis,BEL,2007-08-27,2019-08-26,48
97145470,Steve Johnson,steve johnson,USA,2011-08-29,2023-08-28,75
95136651,Steven Diez,steven diez,CAN,2020-09-28,2020-09-28,1
86482170,Struff J.L.,struff jl,GER,2025-01-13,2025-07-04,5
95838804,Sumit Nagal,sumit nagal,IND,2019-08-26,2025-01-12,9
84237468,Tabur C.,tabur c,FRA,2025-05-27,2025-05-27,1
29641196,Takao Suzuki,takao suzuki,JPN,2001-01-15,2005-01-17,6
81199702,Tallon Griekspoor,tallon griekspoor,NED,2020-01-20,2025-06-30,29
29471513,Taro Daniel,taro daniel,JPN,2014-08-25,2025-01-13,37
47878116,Tarvet O.,tarvet o,GBR,2025-06-30,2025-07-02,2
32332849,Tatsuma Ito,tatsuma ito,JPN,2011-08-29,2020-01-20,17
39495536,Taylor Dent,taylor dent,USA,2000-06-26,2010-08-30,52
77721566,Taylor Fritz,taylor fritz,USA,2016-01-18,2025-07-11,86
93309920,Tennys Sandgren,tennys sandgren,USA,2017-05-29,2021-08-30,33
72882994,Terence Atmane,terence atmane,FRA,2024-01-15,2025-05-26,2
83919149,Teymuraz Gabashvili,teymuraz gabashvili,RUS,2006-08-28,2017-05-29,50
94488419,Thai Son Kwiatkowski,thai son kwiatkowski,USA,2017-08-28,2020-08-31,2
74189284,Thanasi Kokkinakis,thanasi kokkinakis,AUS,2014-01-13,2025-01-15,38
44633948,Thiago Agustin Tirante,thiago agustin tirante,ARG,2023-05-29,2024-05-27,3
17379021,Thiago Alves,thiago alves,BRA,2006-08-28,2010-05-24,9
62268381,Thiago Monteiro,thiago monteiro,BRA,2017-01-16,2025-05-25,30
54656386,Thiago Seyboth Wild,thiago seyboth wild,BRA,2020-08-31,2024-08-26,9
5357056,Thiemo De Bakker,thiemo de bakker,NED,2007-06-25,2016-05-23,19
41139116,Thierry Ascione,thierry ascione,FRA,2003-05-26,2008-06-23,15
91261685,Thierry Guardiola,thierry guardiola,FRA,2000-05-29,2000-08-28,2
54817297,Thomas Enqvist,thomas enqvist,SWE,2000-01-17,2005-06-20,50
80253193,Thomas Fabbiano,thomas fabbiano,ITA,2013-08-26,2019-08-26,23
61904868,Thomas Johansson,thomas johansson,SWE,2000-01-17,2008-08-25,73
85024009,Thomas Schoorel,thomas schoorel,NED,2011-05-22,2011-05-22,2
18495599,Thomaz Bellucci,thomaz bellucci,BRA,2008-05-25,2018-05-28,59
85692276,Tim Henman,tim henman,GBR,2000-01-17,2007-08-27,94
39693877,Tim Puetz,tim puetz,GER,2014-06-23,2015-01-19,3
75736406,Tim Smyczek,tim smyczek,USA,2010-08-30,2018-08-27,23
29256924,Tim Van Rijthoven,tim van rijthoven,NED,2022-06-27,2022-08-29,6
87492898,Timofey Skatov,timofey skatov,KAZ,2022-01-17,2024-08-26,4
44827016,Tirante T.A.,tirante ta,ARG,2025-05-25,2025-05-25,1
54916395,Titouan Droguet,titouan droguet,FRA,2023-08-28,2023-08-28,2
3441613,Tobias Kamke,tobias kamke,GER,2008-06-23,2019-08-26,33
18663328,Tobias Summerer,tobias summerer,GER,2005-06-20,2005-08-29,2
52954760,Todd Larkham,todd larkham,AUS,2002-01-14,2004-01-19,6
70965625,Todd Martin,todd martin,USA,2000-01-17,2004-08-30,47
89032600,Todd Perry,todd perry,AUS,2001-01-15,2001-01-15,1
50509258,Todd Reid,todd reid,AUS,2002-01-14,2005-01-17,8
92216427,Todd Woodbridge,todd woodbridge,AUS,2000-01-17,2001-06-25,7
63740170,Tomas Barrios Vera,tomas barrios vera,CHI,2021-06-28,2023-03-07,4
87693766,Tomas Behrend,tomas behrend,GER,2000-01-17,2006-01-16,16
90048770,Tomas Berdych,tomas berdych,CZE,2003-08-25,2019-08-26,207
82055340,Tomas Machac,tomas machac,CZE,2020-09-28,2025-07-03,20
62488580,Tomas Martin Etcheverry,tomas martin etcheverry,ARG,2022-01-17,2025-07-01,26
49682527,Tomas Tenconi,tomas tenconi,ITA,2005-05-23,2005-05-23,1
86526576,Tomas Zib,tomas zib,CZE,2000-01-17,2008-08-25,18
91918332,Tommy Haas,tommy haas,GER,2000-01-17,2017-03-07,136
19417702,Tommy Paul,tommy paul,USA,2015-08-31,2025-07-03,54
84872738,Tommy Robredo,tommy robredo,ESP,2001-01-15,2018-08-27,165
16986602,Tristan Lamasine,tristan lamasine,FRA,2016-06-27,2016-06-27,1
63577812,Tristan Schoolkate,tristan schoolkate,AUS,2024-08-26,2025-05-25,3
75491592,Tseng C.H.,tseng ch,TPE,2025-07-01,2025-07-01,1
11464699,Tuomas Ketola,tuomas ketola,FIN,2002-08-26,2005-06-20,4
91489267,Ugo Carabelli C.,ugo carabelli c,ARG,2025-01-14,2025-07-01,3
37682973,Ugo Humbert,ugo humbert,FRA,2018-08-27,2025-07-01,41
51690017,Ulises Blanch,ulises blanch,USA,2020-08-31,2020-08-31,1
81514430,Vaclav Safranek,vaclav safranek,CZE,2017-08-28,2018-01-15,2
57277751,Vadim Kutsenko,vadim kutsenko,RUS,2003-01-13,2004-01-19,3
90501562,Valentin Vacherot,valentin vacherot,MON,2024-05-27,2024-05-27,1
34088435,Van De Zandschulp B.,van de zandschulp b,NED,2025-01-14,2025-07-03,4
8579870,Vasek Pospisil,vasek pospisil,CAN,2011-08-29,2023-01-16,51
20625473,Victor Crivoi,victor crivoi,ROU,2008-05-25,2009-08-31,6
38836000,Victor Estrella,victor estrella,DOM,2014-05-26,2018-01-15,21
77887524,Victor Hanescu,victor hanescu,ROU,2003-05-26,2014-06-23,70
72667020,Viktor Troicki,viktor troicki,SRB,2008-01-14,2021-08-02,89
22020588,Vincent Millot,vincent millot,FRA,2011-01-17,2017-08-28,6
12876585,Vincent Spadea,vincent spadea,USA,2000-01-17,2009-06-22,53
59148214,Vit Kopriva,vit kopriva,CZE,2024-01-07,2025-06-30,3
32269019,Vladimir Voltchkov,vladimir voltchkov,BLR,2000-06-26,2004-05-24,19
30306197,Wayne Arthurs,wayne arthurs,AUS,2000-01-17,2007-06-25,49
33733538,Wayne Black,wayne black,ZIM,2000-01-17,2001-06-25,9
66853937,Wayne Ferreira,wayne ferreira,RSA,2000-01-17,2004-08-30,52
41358797,Wayne Odesnik,wayne odesnik,USA,2004-08-30,2014-08-25,21
32807029,Werner Eschauer,werner eschauer,AUT,2000-05-29,2008-01-14,10
79005215,Wesley Moodie,wesley moodie,RSA,2003-06-23,2006-08-28,15
82295767,Xavier Malisse,xavier malisse,BEL,2000-08-28,2013-08-26,102
98641416,Yannick Hanfmann,yannick hanfmann,GER,2018-08-27,2025-05-25,16
13252083,Yannick Maden,yannick maden,GER,2018-02-07,2019-05-27,4
39839341,Yasutaka Uchiyama,yasutaka uchiyama,JPN,2019-01-07,2021-08-02,7
94856485,Yen Hsun Lu,yen hsun lu,TPE,2004-06-21,2021-08-02,74
27321291,Yevgeny Kafelnikov,yevgeny kafelnikov,RUS,2000-01-17,2003-08-25,53
54263250,Yibing Wu,yibing wu,CHN,2022-08-29,2023-08-28,8
62318152,Yong Il Yoon,yong il yoon,KOR,2001-06-25,2001-06-25,1
83339930,Yoshihito Nishioka,yoshihito nishioka,JPN,2014-08-25,2025-07-01,52
74581005,Yosuke Watanuki,yosuke watanuki,JPN,2023-01-16,2024-01-15,6
24738045,Younes El Aynaoui,younes el aynaoui,MAR,2000-01-17,2005-08-29,50
17642702,Yu Hsiou Hsu,yu hsiou hsu,TPE,2023-01-16,2023-08-28,3
93984342,Yuichi Sugita,yuichi sugita,JPN,2014-06-23,2021-08-30,21
66893811,Yuki Bhambri,yuki bhambri,IND,2015-01-19,2018-08-27,6
34605580,Yuri Schukin,yuri schukin,KAZ,2001-01-15,2010-05-24,3
1468315,Zachary Svajda,zachary svajda,USA,2019-08-26,2024-08-26,5
23616875,Zack Fleishman,zack fleishman,USA,2006-01-16,2007-06-25,4
81449443,Zdenek Kolar,zdenek kolar,CZE,2022-05-23,2022-06-27,3
94160839,Zeljko Krajan,zeljko krajan,CRO,2003-01-13,2003-06-23,3
2407175,Zhang Zh.,zhang zh,CHN,2025-01-14,2025-01-14,1
20379977,Zhe Li,zhe li,CHN,2019-01-14,2019-01-14,1
46352434,Zhizhen Zhang,zhizhen zhang,CHN,2014-01-13,2024-08-26,18
16531594,Zhukayev B.,zhukayev b,KAZ,2025-07-01,2025-07-01,1
75176361,Zizou Bergs,zizou bergs,BEL,2022-06-27,2025-06-30,9
